"Severity","ThreadID","Date","Time","Application","Message"
"ERROR","web-0","03/21/2013","22:39:26","","No matching Method/Function for Boolean.save() found"
"ERROR","web-0","03/21/2013","22:39:55","","No matching Method/Function for Boolean.update(struct) found"
"ERROR","web-0","03/21/2013","22:40:29","","No matching property [FIRST_NAME] found in [boolean]"
"ERROR","web-0","03/21/2013","22:44:33","","You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ') 
LIMIT 1' at line 6"
"ERROR","web-0","03/21/2013","22:45:57","","The required parameter [user] was not provided."
"ERROR","web-0","03/21/2013","22:46:50","","You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ') 
LIMIT 1' at line 6"
"ERROR","web-0","03/21/2013","22:47:06","","You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ') 
LIMIT 1' at line 6"
"ERROR","web-0","03/21/2013","22:47:17","","You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ') 
LIMIT 1' at line 6"
"ERROR","web-0","03/21/2013","22:48:12","","You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ') 
LIMIT 1' at line 6"
"ERROR","web-0","03/21/2013","22:48:42","","Component [models.Person] has no accessible Member with name [URL_ID]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","03/21/2013","22:57:32","","key [ID] doesn't exist in struct (keys:personid,url_id,url)"
"ERROR","web-0","03/21/2013","23:06:09","","variable [FILE] doesn't exist"
"ERROR","web-0","03/21/2013","23:06:34","","No matching property [CLIENTFILE] found in [string]"
"ERROR","web-0","03/21/2013","23:17:08","","variable [RENAMED] doesn't exist"
"ERROR","web-0","03/21/2013","23:22:14","","tag [cfset] is not closed"
"ERROR","web-0","03/21/2013","23:23:03","","form field [user[url]] doesn't exist or has no content."
"ERROR","web-0","03/21/2013","23:32:24","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/1csang1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:32:57","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:33:24","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/1csang1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:33:42","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/csang1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:33:55","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:34:42","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:36:22","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:38:30","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:42:16","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:43:30","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:44:26","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:45:36","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:48:53","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:52:35","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:54:38","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/21/2013","23:55:24","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/a] is not a file"
"ERROR","web-0","03/21/2013","23:55:44","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:57:08","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:58:10","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/models/images/panoramas/1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/21/2013","23:58:30","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:00:14","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/1csangIMG_8096.jpeg] is not a file"
"ERROR","web-0","03/22/2013","00:00:25","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:00:57","","variable [IMAGES] doesn't exist"
"ERROR","web-0","03/22/2013","00:01:39","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:01:51","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:02:15","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:02:42","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:03:04","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:03:22","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","00:03:32","","variable [IMAGE] doesn't exist"
"ERROR","web-0","03/22/2013","01:26:28","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/csangIMG_8096.jpegMarch2220130125] is not a file"
"ERROR","web-0","03/25/2013","22:22:59","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:24:58","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:25:39","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:26:04","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:26:47","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:28:43","","tag [cfif] is not closed"
"ERROR","web-0","03/25/2013","22:28:51","","Can't cast Complex Object Type Struct to String; Use Built-In-Function ""serialize(Struct):String"" to create a String from Struct"
"ERROR","web-0","03/25/2013","22:30:39","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:32:00","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:33:04","","Can't cast Complex Object Type Struct to String; Use Built-In-Function ""serialize(Struct):String"" to create a String from Struct"
"ERROR","web-0","03/25/2013","22:33:59","","key [USER] doesn't exist in struct (keys:lastvisit,urltoken,cftoken,timecreated,sessionid,cfid)"
"ERROR","web-0","03/25/2013","22:35:21","","too few attributes in function [StructKeyExists]"
"ERROR","web-0","03/25/2013","22:36:45","","Can't cast Component [Person] to String"
"ERROR","web-0","03/25/2013","22:52:01","","Invalid Syntax Closing [)] for function [startFormTag] not found"
"ERROR","web-0","03/26/2013","01:46:31","","key [GENDER] doesn't exist in struct (keys:first_name,email,url_id,last_name,password,passwordConfirmation)"
"ERROR","web-0","03/26/2013","01:46:59","","invalid call of the function new (/Applications/railo-express-4.0.2.002-macosx/webapps/railo/wheels/model/crud.cfm), first Argument (properties) is of invalid type, can't cast String [] to a value of type [struct]"
"ERROR","web-0","03/26/2013","01:47:23","","invalid call of the function new (/Applications/railo-express-4.0.2.002-macosx/webapps/railo/wheels/model/crud.cfm), first Argument (properties) is of invalid type, can't cast String [] to a value of type [struct]"
"ERROR","web-0","03/26/2013","01:47:28","","invalid call of the function new (/Applications/railo-express-4.0.2.002-macosx/webapps/railo/wheels/model/crud.cfm), first Argument (properties) is of invalid type, can't cast String [] to a value of type [struct]"
"ERROR","web-0","03/26/2013","02:03:54","","key [FILE] doesn't exist in struct (keys:photo_id,url)"
"ERROR","web-0","03/26/2013","02:05:24","","key [FILE] doesn't exist in struct (keys:photo_id,url)"
"ERROR","web-0","03/26/2013","02:06:22","","form field [user[url]] is not a file field."
"ERROR","web-0","03/26/2013","02:07:12","","form field [user[file]] doesn't exist or has no content."
"ERROR","web-0","03/26/2013","02:12:33","","The MIME type of the uploaded file [application/vnd.ms-powerpoint] was not accepted by the server.; only this [image/jpg, image/jpeg, image/png, image/gif] mime type are accepted"
"ERROR","web-0","03/26/2013","02:15:24","","End Tag [cfelse] is not allowed, for this tag only a Start Tag is allowed"
"ERROR","web-0","03/26/2013","02:16:07","","The MIME type of the uploaded file [application/pdf] was not accepted by the server.; only this [image/jpg, image/jpeg, image/png, image/gif] mime type are accepted"
"ERROR","web-0","03/26/2013","02:19:59","","The MIME type of the uploaded file [application/pdf] was not accepted by the server.; only this [image/jpg, image/jpeg, image/png, image/gif] mime type are accepted"
"ERROR","web-0","03/26/2013","02:24:38","","The parameter extension to function mimeTypes is required but was not passed in."
"ERROR","web-0","03/26/2013","02:25:38","","The parameter extension to function mimeTypes is required but was not passed in."
"ERROR","web-0","03/26/2013","02:26:13","","variable [PFILE] doesn't exist"
"ERROR","web-0","03/26/2013","02:33:49","","source file [/Applications/railo-express-4.0.2.002-macosx/webapps/railo/images/panoramas/Applications/railo-express-4.0.2.002-macosx/webapps/railo/WEB-INF/railo/temp/tmp-81.upload] is not a file"
"ERROR","web-0","03/26/2013","03:13:08","","Component [models.Person] has no accessible Member with name [ADMIN]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","03/26/2013","03:15:58","","Component [models.Person] has no accessible Member with name [ADMIN]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","03/26/2013","03:16:38","","Component [models.Person] has no accessible Member with name [ADMIN]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","03/26/2013","03:19:41","","Component [models.Person] has no accessible Member with name [ADMIN]; enable [trigger data member] in admininistrator to also invoke getters and setters"
"ERROR","web-0","03/26/2013","03:21:59","","No matching property [ADMIN] found in [boolean]"
"ERROR","web-0","03/26/2013","03:23:44","","No matching property [ADMIN] found in [boolean]"
"ERROR","web-0","03/26/2013","03:25:59","","Component [models.Person] has no accessible Member with name [PERSONID]; enable [trigger data member] in admininistrator to also invoke getters and setters"
